Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
48:55.9,42.701,13.2532,13,2.1,0.133375679
56:42.7,42.7018,13.2517,12.2,2,0.133385679
30:54.9,42.7717,13.0965,11,2,0.133395679
10:30.9,42.7538,13.1863,9.5,2,0.133405679
42:07.8,42.729,13.1885,9,2.2,0.133415679
24:56.3,42.7707,13.1322,6,2.9,0.133425679
25:18.0,43.5322,13.7963,8.8,2.3,0.133435679
33:55.2,42.8227,13.1825,9.2,2.2,0.133445679
22:15.6,42.7667,13.1687,12.6,2.6,0.133455679
48:12.4,42.5572,13.2663,12.2,2.5,0.133465679
15:40.0,42.7022,13.1168,14.6,2.3,0.133475679
19:21.2,42.8318,13.2212,9.7,2.2,0.133485679
55:45.5,42.9678,13.1503,8.8,2,0.133495679
01:45.7,42.6352,13.2467,12.2,2.2,0.133505679
50:42.1,42.8565,12.84,10.7,2,0.133515679
06:22.1,42.3977,12.8593,8.6,2.2,0.133525679
22:41.0,42.6225,13.3177,8.9,2.8,0.133535679
34:24.4,42.8613,13.2325,9.6,2.1,0.133545679
27:05.3,43.3842,12.5377,8.9,2.9,0.133555679
43:08.5,42.8593,13.2297,3,2,0.133565679
48:06.5,42.8752,13.1537,8.7,2,0.133575679
12:38.3,42.8465,13.2537,9.5,2.1,0.133585679
33:49.3,42.7907,13.2117,9.6,2.4,0.133595679
47:31.7,42.7792,13.1983,12.9,2,0.133605679
37:56.0,42.7223,13.1512,9,2.5,0.133615679
41:18.4,43.3788,12.5462,7.9,3,0.133625679
13:54.2,42.7958,13.1418,7.6,2.1,0.133635679
00:10.5,42.8142,13.0688,9.4,2.2,0.133645679
07:35.4,42.8647,13.2258,8.4,2,0.133655679
38:39.9,42.744,13.2497,14.2,2,0.133665679
05:45.7,42.8922,13.2387,8.2,2,0.133675679
30:47.3,42.8177,13.0643,8.2,2.1,0.133685679
35:00.2,42.7345,13.2755,15.2,2,0.133695679
09:26.4,42.7887,13.1287,10.5,2.1,0.133705679
50:41.8,42.7877,13.1822,10.2,2.1,0.133715679
02:09.0,42.5172,13.46,10.7,2,0.133725679
05:52.3,42.8668,13.2037,7.7,2.6,0.133735679
54:59.5,42.5175,13.4615,11.1,2.1,0.133745679
10:36.3,42.8802,13.1275,8.7,5.4,0.133755679
21:14.9,42.9033,13.1387,8.5,2.6,0.133765679
24:15.6,42.8683,13.1537,7.4,2.5,0.133775679
32:11.6,42.8647,13.1467,8,2.1,0.133785679
36:38.3,42.866,13.1313,8,2.8,0.133795679
37:37.5,42.7747,13.1402,6.8,2.4,0.133805679
44:52.8,42.8832,13.1377,8.7,2.5,0.133815679
48:43.1,42.8822,13.1007,9.5,2.1,0.133825679
51:50.7,42.8612,13.0968,9.9,2.1,0.133835679
52:42.4,42.733,13.166,10.8,2.7,0.133845679
55:03.3,42.8558,13.096,9.1,3,0.133855679
58:18.8,42.8322,13.1362,8.9,2.7,0.133865679
02:22.9,42.9057,13.1212,8.8,2.5,0.133875679
10:28.2,42.8675,13.0912,10.3,2.1,0.133885679
19:23.4,42.9077,13.1128,9.4,2.4,0.133895679
28:06.2,42.8683,13.0885,10.1,2.4,0.133905679
32:56.0,42.8862,13.1477,8.9,2.8,0.133915679
34:34.1,42.8712,13.1428,8.2,3,0.133925679
39:19.4,42.8808,13.0925,10,3.4,0.133935679
43:53.9,42.8438,13.1085,9.1,2,0.133945679
54:04.5,42.8857,13.1377,9.6,2.2,0.133955679
00:29.9,42.9073,13.1157,9,3.2,0.133965679
03:51.5,42.8542,13.1343,9.1,2.6,0.133975679
05:47.0,42.8893,13.1275,8.9,3,0.133985679
13:23.3,42.8723,13.141,6.7,2.2,0.133995679
18:05.8,42.9087,13.1288,7.5,5.9,0.134005679
19:24.5,42.9542,13.063,5.6,3.6,0.134015679
20:34.6,42.8807,13.1368,6.6,2.6,0.134025679
20:56.4,42.8937,13.1345,7.5,3.3,0.134035679
22:04.6,42.8497,13.1038,8.6,2.7,0.134045679
22:56.4,42.9452,13.0713,9.1,3.8,0.134055679
24:21.8,42.9737,13.0663,8.2,3.6,0.134065679
25:04.8,42.9205,13.0657,9.6,3.3,0.134075679
25:18.8,42.9363,13.0698,8.7,3.9,0.134085679
25:43.6,42.9363,13.0843,7.8,3.1,0.134095679
26:03.6,43.0208,13.0653,8.7,3.7,0.134105679
27:54.2,42.8898,13.0818,9.6,3.4,0.134115679
34:26.7,42.9472,13.0557,9.9,3.3,0.134125679
37:17.7,42.9188,13.1197,9,3,0.134135679
43:43.8,42.8938,13.067,9.8,3.8,0.134145679
49:26.6,42.9627,13.056,9,3.5,0.134155679
53:27.4,42.8632,13.2208,9.1,3.1,0.134165679
54:18.4,43.0025,13.0592,10.1,3.2,0.134175679
56:08.5,42.8638,13.1538,8.8,2.6,0.134185679
57:56.9,42.916,13.0512,9.6,2.7,0.134195679
00:16.3,43.0412,13.1072,7.8,2.8,0.134205679
01:24.0,42.9733,13.1458,8.9,2.7,0.134215679
03:29.1,42.9852,13.125,8.9,3.4,0.134225679
04:07.9,43.0127,13.1227,5.7,3.4,0.134235679
06:36.7,42.9233,13.1072,9.7,3.1,0.134245679
09:11.3,42.9843,13.1183,8,2.9,0.134255679
11:00.7,42.9807,13.1107,9.7,3,0.134265679
12:41.1,43.0172,13.123,8.4,3.3,0.134275679
18:59.5,42.8822,13.1583,6.2,2.2,0.134285679
20:50.2,42.8718,13.1488,7.6,2.3,0.134295679
22:40.5,42.8587,13.1522,6.8,2.9,0.134305679
25:53.2,42.9913,13.1365,9.6,3.2,0.134315679
28:46.8,43.0238,13.1277,8.5,2.6,0.134325679
30:25.8,43.0045,13.0693,10.2,2.9,0.134335679
32:41.2,42.8563,13.088,8.7,2.9,0.134345679
34:39.4,42.8628,13.0782,10,2.4,0.134355679
35:57.3,42.8788,13.145,7.8,2.8,0.134365679
38:07.8,43.0142,13.0653,10.2,3,0.134375679
40:10.1,43.0468,13.0643,10.9,2.3,0.134385679
41:24.9,42.8733,13.1527,7.8,3.1,0.134395679
42:21.2,43.0082,13.1125,8.7,3.1,0.134405679
49:12.7,42.9977,13.1082,7.7,2.7,0.134415679
51:06.0,42.8982,13.1387,8.9,2.4,0.134425679
52:16.6,42.8822,13.1618,6,2.5,0.134435679
54:47.7,42.8567,13.1708,8.7,2.2,0.134445679
56:45.6,43.0088,13.1168,9.2,2.7,0.134455679
58:20.2,42.876,13.0812,8.4,2.7,0.134465679
00:46.9,42.9227,13.1147,9,3.1,0.134475679
04:56.0,42.8822,13.119,9.4,2.5,0.134485679
08:35.1,43.0027,13.1113,8,2.9,0.134495679
09:58.5,43.0647,13.0687,10.6,2.6,0.134505679
12:05.1,42.8998,13.0342,10,2.4,0.134515679
16:04.6,42.9152,13.045,11.2,2.6,0.134525679
19:38.3,43.0103,13.0637,8.4,2.5,0.134535679
23:00.2,42.9187,13.1063,8.2,2.8,0.134545679
24:51.7,42.8713,13.0742,9.7,3.7,0.134555679
30:19.5,43.0172,13.0732,9.8,2.8,0.134565679
33:13.2,42.8168,13.2548,9.6,3,0.134575679
34:40.0,43.0377,13.0848,10.8,2.1,0.134585679
39:30.1,42.9752,13.1328,8.8,2.8,0.134595679
42:01.9,42.8625,13.1205,9.9,4.5,0.134605679
45:45.2,42.8478,13.1537,8.7,3,0.134615679
47:47.8,42.8923,13.1335,8.2,2.4,0.134625679
48:57.7,42.8092,13.1087,10.3,2.9,0.134635679
49:36.1,42.9707,13.0595,11,2.9,0.134645679
52:52.0,42.861,13.2088,8.6,3.3,0.134655679
55:07.4,43.0282,13.0665,10.5,2.4,0.134665679
59:01.7,42.8755,13.1453,8.7,2.6,0.134675679
00:03.1,42.8793,13.157,7.4,2.8,0.134685679
03:58.3,42.955,13.0652,10.3,2.2,0.134695679
08:36.2,43.0212,13.1363,9.7,2.7,0.134705679
11:27.9,42.9342,13.1573,7.5,3.2,0.134715679
12:33.9,42.9868,13.1432,8.8,2.7,0.134725679
15:03.9,43.0167,13.1228,8.6,2.9,0.134735679
16:34.2,42.8728,13.1195,8.4,3,0.134745679
18:11.2,43.0027,13.1342,10.4,2.5,0.134755679
20:52.2,42.9793,13.0693,9.6,2.8,0.134765679
22:52.3,42.8158,13.1018,8.3,2.7,0.134775679
30:44.2,42.9448,13.1398,8.3,2.4,0.134785679
32:20.8,42.9545,13.1397,8.3,2.5,0.134795679
34:29.7,42.7412,13.1962,12,2.8,0.134805679
40:04.0,42.8982,13.0533,11.1,2.5,0.134815679
41:51.6,42.9957,13.1258,6.1,2.5,0.134825679
43:08.6,42.8893,13.0377,10.6,2.3,0.134835679
45:31.3,43.0008,13.1315,8.2,2.6,0.134845679
48:35.3,42.9938,13.1403,9.6,2.8,0.134855679
52:09.5,42.9737,13.145,9.3,2.4,0.134865679
55:36.1,43.0388,13.1043,8.4,2.3,0.134875679
58:51.1,42.96,13.0592,10.1,2.9,0.134885679
59:41.7,43.0038,13.0703,8.6,2.8,0.134895679
01:31.7,42.9307,13.0593,12.4,2.3,0.134905679
02:05.1,42.9967,13.1188,8.9,2.5,0.134915679
03:29.9,43.0037,13.1385,7.1,2.6,0.134925679
08:11.5,42.8692,13.0893,8.2,2.4,0.134935679
14:22.7,42.923,13.1467,8.3,2.4,0.134945679
16:22.6,42.8403,13.1595,7.9,2.7,0.134955679
34:07.4,42.9243,13.0523,10.9,2.4,0.134965679
38:26.2,42.8568,13.0477,10.3,2,0.134975679
38:36.0,42.9698,13.1183,10.7,2.8,0.134985679
41:59.3,43.0432,13.06,0.5,2.2,0.134995679
44:41.8,42.918,13.0458,10.4,2.1,0.135005679
47:11.1,42.908,13.0155,10.2,2.1,0.135015679
50:11.9,43.0237,13.0937,9.1,2.1,0.135025679
52:30.1,42.8407,13.1632,8.2,3.5,0.135035679
54:36.4,42.8715,13.0553,9.9,2.5,0.135045679
58:20.8,42.8883,13.0798,5.7,2.3,0.135055679
02:23.8,42.872,13.0195,10.7,2.5,0.135065679
04:43.0,42.9448,13.1437,8.2,2.3,0.135075679
06:04.4,42.8918,13.1477,8.3,2.7,0.135085679
10:16.6,42.8755,13.087,10.1,2.2,0.135095679
13:19.9,42.8368,13.172,6.4,3.1,0.135105679
16:31.2,42.8767,13.1533,8.1,2.3,0.135115679
17:55.4,42.8928,13.0498,10.1,2.7,0.135125679
18:21.7,42.8908,13.0458,10.2,2.6,0.135135679
21:29.9,42.9957,13.1148,8.2,3.5,0.135145679
24:19.1,42.8503,13.1675,6.2,2.3,0.135155679
25:50.9,42.9127,13.039,10.8,2.1,0.135165679
32:13.5,42.8665,13.099,9.4,2.6,0.135175679
41:02.7,42.9508,13.1372,10.3,2.6,0.135185679
45:57.0,42.8575,13.1648,8.2,2.4,0.135195679
47:44.3,43.0243,13.1195,11,2.5,0.135205679
56:45.2,42.8853,13.0653,9.6,2.3,0.135215679
58:31.4,43.0002,13.1058,9.2,3.4,0.135225679
59:34.3,42.892,13.0588,10,3.1,0.135235679
00:47.4,42.9627,13.0598,9.6,2.7,0.135245679
07:39.9,42.906,13.0568,10.8,2.4,0.135255679
13:39.8,43.0083,13.1077,9.9,3.1,0.135265679
26:19.1,42.9338,13.1643,8.5,2.8,0.135275679
29:03.6,42.9693,13.1322,8.7,2.6,0.135285679
33:54.6,42.9003,13.0688,9.4,2.5,0.135295679
37:05.1,42.8427,13.1597,8.7,3.5,0.135305679
40:26.2,42.8607,13.1323,7.2,2.7,0.135315679
43:03.9,42.8798,13.1507,7.2,2.2,0.135325679
47:20.4,42.8562,13.1708,8.4,2.1,0.135335679
50:07.0,42.9907,13.0708,9.7,2.2,0.135345679
54:23.4,42.8835,13.0895,10.6,2.4,0.135355679
57:19.5,42.8068,13.143,9.9,2.6,0.135365679
03:50.4,42.8823,13.0892,10,2.7,0.135375679
06:59.5,42.8437,13.1015,10,2.3,0.135385679
12:01.6,42.8348,13.1382,9.4,2.2,0.135395679
16:04.4,43.0178,13.0808,9.7,2.5,0.135405679
18:36.2,43.0332,13.1008,8.8,2.5,0.135415679
20:59.0,42.9588,13.0728,9.3,2.9,0.135425679
22:53.4,43.037,13.1167,10.3,2.9,0.135435679
39:10.7,42.8913,13.0655,9.9,2.8,0.135445679
42:11.2,42.8562,13.0762,10.5,2.7,0.135455679
43:03.5,42.8918,13.0575,10.3,2.7,0.135465679
44:45.6,42.9063,13.0473,10.1,3.6,0.135475679
45:39.0,42.8635,13.1268,8.3,2.3,0.135485679
49:53.5,42.8992,13.0578,12.1,2.5,0.135495679
01:18.7,42.8622,13.1618,6.6,2.2,0.135505679
12:40.9,42.9992,13.1467,9.9,3.1,0.135515679
16:27.0,42.8435,13.0967,8.2,2.4,0.135525679
19:27.1,42.8427,13.1427,9.2,4,0.135535679
23:09.4,42.956,13.0602,9.7,2.5,0.135545679
26:48.9,42.8767,13.0538,10.5,2.4,0.135555679
32:03.0,42.9752,13.1407,9.9,2.4,0.135565679
44:00.7,42.8928,13.1438,9.5,2.6,0.135575679
50:24.1,42.9842,13.1203,8.7,4.1,0.135585679
52:51.4,42.9477,13.0457,9.8,2.9,0.135595679
03:40.7,42.9032,13.0452,9.7,2.6,0.135605679
06:22.5,42.8975,13.0568,9.9,2.1,0.135615679
07:49.7,43.0228,13.1378,9.9,2.9,0.135625679
09:18.1,42.8498,13.1513,8.5,2.5,0.135635679
11:36.3,43.0208,13.0968,10.3,2.4,0.135645679
15:15.1,42.8577,13.0683,10.1,2.4,0.135655679
16:04.1,43.0285,13.086,10.1,2.4,0.135665679
19:39.2,42.8803,13.0742,9.8,2.7,0.135675679
23:15.7,42.8843,13.1303,12.7,2,0.135685679
25:34.5,42.8685,13.0668,10.3,2.4,0.135695679
26:51.9,43.0127,13.1142,9.5,2.8,0.135705679
27:18.6,42.9317,13.0473,9.7,3.2,0.135715679
28:26.6,42.8798,13.088,9.6,2.4,0.135725679
30:42.9,42.9133,13.0328,10.3,2.1,0.135735679
33:44.9,43.0078,13.1288,8,2.9,0.135745679
35:50.1,42.9773,13.0482,9,2.6,0.135755679
39:30.1,42.8947,13.0327,9.8,2,0.135765679
41:12.3,42.9337,13.1708,8.5,2.7,0.135775679
43:43.6,42.8718,13.1323,9.4,2.3,0.135785679
49:10.9,43.002,13.1152,8.2,2.3,0.135795679
52:53.3,42.9483,13.1343,10.1,2.3,0.135805679
55:19.8,42.8848,13.1632,6.4,2.1,0.135815679
00:29.3,42.9078,13.0537,9.5,2.1,0.135825679
05:28.2,42.8873,13.05,10.8,3.4,0.135835679
08:49.2,42.9325,13.0878,10.2,2.2,0.135845679
11:20.0,43.0528,13.0938,8.6,2.4,0.135855679
15:33.7,42.995,13.063,10.1,2.4,0.135865679
17:45.6,42.8643,13.0597,10.3,2.2,0.135875679
20:47.7,42.9505,13.07,10,3,0.135885679
21:56.5,42.8658,13.0945,10,2.4,0.135895679
34:12.7,43.0198,13.134,9.7,2.8,0.135905679
38:06.3,42.82,13.1123,10.3,2.2,0.135915679
40:37.8,43.0267,13.1372,9.7,3.1,0.135925679
43:33.6,42.9005,13.0458,10.8,3,0.135935679
48:10.4,43.0108,13.118,9.7,3.2,0.135945679
55:28.1,42.9255,13.2242,23.8,2.4,0.135955679
00:09.9,42.8735,13.0673,10.2,2.2,0.135965679
04:15.3,42.9972,13.0663,9.9,3,0.135975679
11:58.9,42.9313,13.0682,10.7,2.6,0.135985679
15:08.7,42.996,13.1502,8.9,2.5,0.135995679
17:36.7,42.8535,13.0742,9.1,2.7,0.136005679
19:35.8,43.0508,13.0892,9,2.3,0.136015679
21:55.9,43.0053,13.1232,9.3,2.1,0.136025679
23:07.8,42.9632,13.0515,11.3,2,0.136035679
29:08.8,42.9263,13.1597,8,2.3,0.136045679
33:00.0,42.8333,13.1212,8.3,2.1,0.136055679
34:15.8,43.0302,13.1252,8.7,3,0.136065679
36:16.6,43.0297,13.1395,9.7,2.4,0.136075679
40:09.7,42.8675,13.0498,11.1,2.2,0.136085679
41:53.5,42.8702,13.1975,7.6,2.2,0.136095679
51:40.3,42.9153,13.0515,11.1,2.3,0.136105679
54:09.9,42.8993,13.05,10.8,2.4,0.136115679
00:34.6,43.0138,13.0773,9.7,2.3,0.136125679
09:52.9,42.9898,13.1048,7.6,2.4,0.136135679
11:01.7,42.8582,13.0347,10.5,3,0.136145679
12:07.9,42.8663,13.1338,8.4,3.4,0.136155679
21:48.4,42.8455,13.1495,11.3,2.1,0.136165679
23:39.0,42.8652,13.0905,10.5,2.2,0.136175679
32:16.8,42.9163,13.0418,11,2.8,0.136185679
40:13.1,42.8833,13.0582,10.8,2.6,0.136195679
42:56.8,43.0338,13.0675,10.1,2.8,0.136205679
50:30.0,42.8212,13.1392,9.6,3.6,0.136215679
52:59.0,42.8672,13.0648,10.1,2.3,0.136225679
54:54.0,42.9067,13.0395,9.9,2.4,0.136235679
57:25.7,42.9392,13.0815,9.7,2.2,0.136245679
59:35.4,42.9492,13.0723,9.7,2.3,0.136255679
01:32.4,42.8853,13.0792,10.7,2.6,0.136265679
02:32.1,42.9717,13.0238,16.8,2.4,0.136275679
10:06.5,42.8942,13.1597,9.5,2.3,0.136285679
14:02.0,42.8537,13.1742,6.8,2.3,0.136295679
21:45.6,42.873,13.0965,9.4,4.3,0.136305679
24:08.2,42.8975,13.1833,8.9,3.1,0.136315679
27:47.8,43.0013,13.0722,9.1,2.6,0.136325679
30:16.2,42.9228,13.0532,9.7,2.4,0.136335679
35:08.7,42.8708,13.1433,9.1,3,0.136345679
38:37.2,42.9635,13.1483,9,3.3,0.136355679
45:12.2,42.9992,13.1182,9.7,3.3,0.136365679
47:20.2,42.5198,13.4722,13.6,2.5,0.136375679
50:19.7,42.8657,13.0753,11.1,2.1,0.136385679
50:57.7,42.8898,13.1587,9.3,2.1,0.136395679
59:50.6,42.8272,13.0678,10.9,2.1,0.136405679
05:28.5,42.8552,13.2267,7.9,2.5,0.136415679
05:58.5,43.0212,13.132,9.8,2.5,0.136425679
12:47.8,42.8347,13.1257,10,2.2,0.136435679
18:00.9,43.034,13.1102,7.8,2.8,0.136445679
32:30.5,43.046,13.0897,5.7,2.8,0.136455679
36:26.3,42.8897,13.1607,8.2,2.3,0.136465679
38:40.2,43.0123,13.1392,8.1,2.3,0.136475679
45:37.1,42.831,13.1643,8.4,2.2,0.136485679
54:38.9,42.8608,13.0397,10.2,2.5,0.136495679
03:23.4,42.8803,13.0645,10.5,2.1,0.136505679
10:25.6,42.8787,13.0618,10.8,3,0.136515679
10:49.4,42.9972,13.1297,9,3.2,0.136525679
11:56.1,42.8577,13.2318,5.2,2.7,0.136535679
17:47.0,42.8598,13.0602,10.4,2.3,0.136545679
20:41.8,42.9375,13.0718,9.7,2.7,0.136555679
22:35.9,42.9363,13.071,9.7,2.6,0.136565679
28:59.3,42.9398,13.119,10,2.1,0.136575679
31:05.1,42.8952,13.1278,8.8,2.4,0.136585679
33:02.3,42.8367,13.1352,10.1,2,0.136595679
35:02.2,42.9527,13.1268,9.2,2.3,0.136605679
38:14.4,42.9815,13.0518,10,2.8,0.136615679
43:00.2,42.8783,13.0897,10.8,2,0.136625679
54:29.2,42.8895,13.0753,11.4,2.7,0.136635679
55:32.9,42.8627,13.0523,10.3,2.7,0.136645679
57:04.6,42.8678,13.0608,10.3,2.5,0.136655679
58:02.9,42.9448,13.1395,8.5,2.5,0.136665679
58:43.4,42.8647,13.1672,9.4,2.4,0.136675679
03:03.4,42.8913,13.0453,11.1,2.3,0.136685679
08:00.6,42.9788,13.0495,10,3.1,0.136695679
09:09.4,42.9012,13.065,14,2.7,0.136705679
11:45.8,42.8593,13.0573,9.9,2.4,0.136715679
12:15.2,42.8663,13.0592,11.1,2.4,0.136725679
19:03.7,42.9628,13.076,9.3,2.2,0.136735679
22:55.3,42.9202,13.0943,9.6,2.3,0.136745679
25:09.5,42.8872,13.1635,8.3,2.1,0.136755679
28:02.4,43.0532,13.0948,9.7,2.7,0.136765679
31:04.3,42.8767,13.1827,5.9,2.3,0.136775679
32:37.7,42.8938,13.1618,7.1,2.2,0.136785679
33:19.3,42.9033,13.0202,10.3,2.2,0.136795679
33:50.0,42.8827,13.1743,5.4,2.3,0.136805679
41:50.4,42.872,13.1252,8.3,2.4,0.136815679
46:36.3,42.8935,13.1512,10.6,2.1,0.136825679
48:15.0,42.8452,13.094,10.6,3,0.136835679
51:20.2,42.9713,13.0563,10.1,2.3,0.136845679
03:24.9,42.8608,13.0617,9.8,2.9,0.136855679
07:18.1,42.8547,13.0967,10.5,2.7,0.136865679
08:03.1,42.8368,13.179,6.1,2.2,0.136875679
14:00.5,42.8582,13.0983,10.3,2.2,0.136885679
17:23.0,43.0077,13.0703,10,2.2,0.136895679
19:00.4,43.0222,13.1257,7.9,3.5,0.136905679
21:51.2,43.05,13.1065,9.3,2.3,0.136915679
25:56.2,43.0252,13.1197,9.5,2.8,0.136925679
27:42.6,43.0322,13.134,9,3.2,0.136935679
29:15.2,43.0237,13.1362,8,3.1,0.136945679
31:51.2,43.0162,13.1248,7.1,2.4,0.136955679
34:10.6,42.8627,13.0733,11.2,2.2,0.136965679
37:19.0,43.0397,13.0905,10.1,2.5,0.136975679
40:22.9,42.8635,13.1797,6.9,2.7,0.136985679
42:52.0,42.9072,13.0485,11,2.2,0.136995679
47:17.0,42.8853,13.0765,9.6,3.1,0.137005679
54:34.9,43.0403,13.1118,9.2,2.3,0.137015679
54:54.4,42.8987,13.0583,11.2,2.7,0.137025679
55:54.9,41.9237,13.7102,14.2,2.3,0.137035679
59:50.0,42.9023,13.0117,10.7,2.2,0.137045679
00:27.9,43.0262,13.109,10.1,2.5,0.137055679
03:23.8,42.8877,13.1522,8.2,2,0.137065679
04:12.0,42.8973,13.0465,10.6,2.1,0.137075679
08:08.5,43.0197,13.0707,10,2.7,0.137085679
11:15.4,42.8828,13.1582,8,2.3,0.137095679
13:32.5,43.0163,13.1213,5.9,2.7,0.137105679
17:04.9,43.0253,13.152,9.4,2.8,0.137115679
17:26.5,42.9423,13.1523,9,3,0.137125679
18:54.3,42.9198,13.0545,10.7,2.2,0.137135679
28:11.0,42.9138,13.0507,10.8,2.1,0.137145679
28:44.6,42.9212,13.0647,11,2.1,0.137155679
34:29.1,43.0398,13.0895,8.9,2.3,0.137165679
38:39.7,42.8563,13.1448,8.4,2.4,0.137175679
44:27.2,42.8962,13.1695,7.5,2,0.137185679
50:59.6,42.9557,13.0508,10.1,2,0.137195679
54:40.5,42.8797,13.0832,10.7,2.6,0.137205679
09:05.6,42.7917,13.1598,7.5,3.1,0.137215679
15:11.9,43.0338,13.1038,12.4,2,0.137225679
18:32.1,42.8802,13.1675,7.9,2.2,0.137235679
23:37.1,43.0605,13.1143,10.3,2.1,0.137245679
27:40.2,42.9613,13.1452,8.5,2.5,0.137255679
33:21.7,42.8647,13.167,9.8,2.2,0.137265679
39:53.5,42.8865,13.1637,6.2,2,0.137275679
40:41.7,42.8912,13.0762,11.7,2,0.137285679
50:18.7,43.0063,13.0778,10,2.2,0.137295679
51:25.0,42.9182,13.1643,7.9,2,0.137305679
53:16.4,42.8897,13.1733,7.5,2.1,0.137315679
02:46.9,42.9432,13.0472,11.1,2.6,0.137325679
05:23.2,42.9003,13.0422,10.2,2.3,0.137335679
07:04.5,42.9052,13.046,10.6,2,0.137345679
09:54.4,42.8718,13.0473,8,2.1,0.137355679
16:21.6,43.0597,13.0717,9.4,2,0.137365679
27:04.9,43.0172,13.0572,9.8,2,0.137375679
35:15.4,42.8517,13.1182,10,2.5,0.137385679
35:53.8,43.0088,13.0888,10,2.6,0.137395679
42:03.4,43.08,13.1502,10.2,2.2,0.137405679
46:40.8,42.8665,13.0553,10.4,2,0.137415679
51:20.5,42.8942,13.1872,8.1,2,0.137425679
54:19.2,43.0007,13.1428,8.5,2.6,0.137435679
07:04.0,42.9845,13.1622,9.3,2.1,0.137445679
14:50.2,42.9542,13.0682,9.8,3.3,0.137455679
34:06.8,42.8875,13.0515,10.5,2.9,0.137465679
34:46.9,43.009,13.1267,5.8,2.1,0.137475679
47:19.3,43.0288,13.0803,9.8,2.2,0.137485679
50:50.3,43.067,13.1233,8.2,2.1,0.137495679
54:03.3,42.8867,13.054,10.2,2.2,0.137505679
55:00.4,42.8313,13.2173,12.3,2,0.137515679
57:25.7,42.8798,13.1755,7.6,2.6,0.137525679
59:28.6,42.8463,13.1092,9,2,0.137535679
00:16.2,43.0297,13.0833,8.7,2.1,0.137545679
02:56.9,43.0242,13.1445,5.9,2.6,0.137555679
05:09.2,42.9308,13.1693,8,2.2,0.137565679
06:36.4,42.895,13.2025,6.5,2.3,0.137575679
09:55.9,42.849,13.1463,6.4,2.3,0.137585679
10:25.0,43.0473,13.0913,6,2.2,0.137595679
13:39.3,43.0505,13.0968,8.2,2.6,0.137605679
14:20.8,42.8895,13.1785,6.6,2.5,0.137615679
22:22.9,42.8388,13.0992,9,4.2,0.137625679
23:43.3,42.847,13.1093,8.8,3.9,0.137635679
26:19.2,42.8447,13.1072,8.9,2.6,0.137645679
27:33.8,43.0108,13.1197,8.8,3.4,0.137655679
28:32.5,43.0158,13.1365,4.9,2.8,0.137665679
34:27.2,42.8753,13.0668,10.3,2,0.137675679
35:20.5,42.9583,13.1428,9.3,2,0.137685679
36:01.7,42.9155,13.1887,7.5,2.1,0.137695679
42:56.0,42.9073,13.1603,9.4,2.2,0.137705679
44:36.8,43,13.1867,10,2,0.137715679
48:13.1,43.047,13.1372,9.1,2,0.137725679
52:18.4,42.8233,13.1115,9,2.3,0.137735679
54:46.4,42.8515,13.0842,10.3,2.5,0.137745679
55:37.7,43.0213,13.0958,7.1,2.1,0.137755679
00:07.9,42.9147,13.0558,11,2.4,0.137765679
00:55.0,43.0353,13.0858,9.9,2.1,0.137775679
06:11.7,43.0223,13.0677,5.1,2.1,0.137785679
09:38.4,42.8553,13.0783,11,2,0.137795679
10:25.7,42.8482,13.1258,8.1,2,0.137805679
17:23.2,43.0123,13.0655,9.2,2.2,0.137815679
18:01.4,42.9082,13.0447,9.5,2.5,0.137825679
28:26.9,42.8423,13.0857,9.9,2.1,0.137835679
30:05.4,42.8927,13.1622,8.1,2.6,0.137845679
35:15.5,42.8802,13.1833,7.7,2,0.137855679
39:02.2,42.8997,13.0495,10.2,2.3,0.137865679
48:12.7,42.8748,13.0663,11,2.3,0.137875679
50:29.5,42.8283,13.1455,9.1,3.1,0.137885679
59:37.4,42.8448,13.1108,6.3,2.1,0.137895679
02:36.0,42.872,13.0442,10.3,2.3,0.137905679
03:58.6,42.8242,13.097,9.9,2.3,0.137915679
04:26.7,42.9113,13.1653,8.5,2.4,0.137925679
10:35.0,42.8768,13.055,10.5,2.2,0.137935679
15:53.8,43.0465,13.0958,8.1,2.1,0.137945679
16:26.8,42.9655,13.1088,9,2.1,0.137955679
20:04.3,43.0097,13.1513,10.2,2,0.137965679
23:49.4,42.8452,13.0668,10.2,2.2,0.137975679
35:54.6,42.8782,13.0578,10.5,2.8,0.137985679
38:41.1,42.8807,13.0922,10.8,2,0.137995679
43:20.6,42.8478,13.1492,8.7,2.2,0.138005679
44:37.0,43.0147,13.0847,9.5,2.1,0.138015679
49:44.3,42.839,13.0873,9.4,2,0.138025679
54:11.4,42.881,13.0433,10.6,2.3,0.138035679
55:12.8,42.8192,13.2467,10.1,2.2,0.138045679
01:56.0,42.9918,13.0585,9.7,3.2,0.138055679
03:52.2,42.9817,13.1157,9.4,2,0.138065679
06:06.6,43.0062,13.0603,10,2.4,0.138075679
10:55.6,42.8968,13.0503,10.7,3.1,0.138085679
14:47.8,42.8762,13.2397,8.4,2,0.138095679
17:18.4,42.8822,13.0908,11.1,2,0.138105679
22:23.4,43.0098,13.1457,9.7,2.4,0.138115679
27:06.7,42.8665,13.1625,7.8,2,0.138125679
38:44.4,42.8742,13.0598,10.2,2.4,0.138135679
